#timestamp x y z q_x q_y q_z q_w
1594369885.102587 -0.050324256911045 0.134910570807340 -0.015201230522976 0.003402151223273 -0.004157204203363 0.001763202704083 0.999984016940516
1594369885.202548 -0.041783973959848 0.137561659418432 -0.003645140330205 0.003798824601984 -0.004043493730024 0.001101513042734 0.999984002751601
1594369885.307479 -0.023790550570992 0.139228988623775 0.006094187026857 0.003858446062838 -0.004187714262974 -0.000789665079613 0.999983475799622
1594369885.402369 -0.028070653115526 0.141711745344004 0.014009527138416 0.004091732186550 -0.005599193098408 -0.001416162371998 0.999974950310505
1594369885.502860 -0.034529744127311 0.134919465436619 0.036024547807595 0.007535871227694 -0.007830609347201 -0.000970246231196 0.999940473640477
1594369885.609740 -0.035717885652081 0.129000070314235 0.057011905696397 0.011289661269386 -0.011819286052644 -0.008256051738687 0.999832328760837
1594369885.704810 -0.033220876927761 0.134683683969962 0.083739796473825 0.013373871860045 -0.014543541172694 -0.014966398840202 0.999692768738169
1594369885.806957 -0.027229923680513 0.135221414820385 0.107293564675261 0.018192710460563 -0.017444611160390 -0.013299119803523 0.999593839636887
1594369885.909423 -0.020749681781110 0.135425642327830 0.136968700735978 0.021189295073515 -0.020747380361393 -0.010524445401289 0.999504775392005
1594369886.009906 -0.007921922386531 0.137921935917642 0.163075046227642 0.019672701504864 -0.024599564494205 -0.007843687598246 0.999473022550913
1594369886.111517 0.005894736605165 0.144887873660638 0.185237597664922 0.013468647818513 -0.029834099651396 -0.001174375151004 0.999463427478432
1594369886.211532 0.018411505288153 0.155823785013066 0.203379314653379 0.006101774785946 -0.036025123367762 0.004048558922870 0.999324055550274
1594369886.311380 0.025788127033098 0.161853776911966 0.217678040083905 0.001213264321354 -0.042841388985371 0.006990056341040 0.999056696335017
1594369886.411413 0.032296076961578 0.165231476104236 0.226913919726811 0.000062267903016 -0.047439793334893 0.014901753553830 0.998762934770845
1594369886.511426 0.044488198975640 0.162253856625508 0.232657316658152 0.003657574622054 -0.049222862498273 0.021307200011311 0.998553821875935
1594369886.611756 0.055860117196782 0.158615096850038 0.242386757901889 0.009680128637173 -0.048639082554416 0.022264053856558 0.998521330099515
1594369886.711912 0.068516623999152 0.156413583501237 0.248469338208127 0.016193397133256 -0.047732179630516 0.018225859815700 0.998562582390800
1594369886.811919 0.077514049097447 0.149489057411567 0.249969581238647 0.022252203994994 -0.047590724964462 0.014793998971343 0.998509439068633
1594369886.911910 0.081866660688717 0.141547212550881 0.254067119397276 0.026464401633500 -0.048369669222129 0.010690873144430 0.998421612234497
1594369887.011489 0.083031356472639 0.135857562933048 0.260448694065418 0.028044406838328 -0.049559665954685 0.010214452451765 0.998325105222069
1594369887.111169 0.088175811665775 0.131419980826255 0.262780170651094 0.027814328926046 -0.049736391627838 0.008364798619146 0.998339964440118
1594369887.210863 0.096521697324042 0.130319405172116 0.265531544725570 0.026126276433079 -0.049370877911406 0.010432124430156 0.998384247108232
1594369887.310360 0.107550453172766 0.127087374319472 0.269415872242128 0.023649239781589 -0.048426755807000 0.011400931013791 0.998481638064407
1594369887.410278 0.121297329901256 0.125301453507109 0.264844255417187 0.021156265504516 -0.046638123578267 0.011739703076367 0.998618784737539
1594369887.510212 0.130038497761300 0.125427126687371 0.261740185569005 0.020646879038457 -0.044397874535334 0.014330328874468 0.998697740458576
1594369887.610283 0.137920219791241 0.121604251888247 0.257259762161314 0.021674182254778 -0.041306284100717 0.015555751050001 0.998790287961717
1594369887.710446 0.140855370805573 0.119163222202199 0.258009664642373 0.022828143465024 -0.038042884578170 0.015952686672724 0.998887944960212
1594369887.810732 0.144387746937174 0.119387024042591 0.258763446753675 0.023360779794166 -0.035987104745941 0.018897604198089 0.998900436887974
1594369887.910747 0.150357632684191 0.119481255820477 0.260248196914888 0.024275053715025 -0.036514664864442 0.020099489095705 0.998836028362545
1594369888.010872 0.156976765530302 0.117293914531196 0.262202193971164 0.024769681033512 -0.039172401001761 0.022907225385543 0.998662728315416
1594369888.111027 0.164513272634969 0.113140639322386 0.264892394345177 0.024954187514113 -0.042876777530149 0.024367896813007 0.998471369684205
1594369888.211131 0.172745269561205 0.112372864088771 0.269220136063886 0.024429035825618 -0.045611973083043 0.025230954465043 0.998341709564859
1594369888.311180 0.178222305352115 0.112011323265475 0.264849748083263 0.022996702004750 -0.046919229748183 0.027015562260525 0.998268449352422
1594369888.411162 0.184186611507428 0.113120064019304 0.261676739696984 0.021076619920403 -0.046346250605778 0.027235725552364 0.998331616448740
1594369888.511034 0.191353530288805 0.114602407631621 0.262278936339554 0.019261177743593 -0.044734518541999 0.030547778176987 0.998345963647470
1594369888.610936 0.190534072031335 0.118020865448400 0.263193254617969 0.018327731909165 -0.043445127833911 0.033237367311357 0.998334559416216
1594369888.710795 0.194483878886894 0.117490499754505 0.265091370423177 0.019425996301093 -0.042949326514376 0.038343646895898 0.998152168139905
1594369888.810883 0.201794848209100 0.120160964629584 0.266007190603888 0.020608685664841 -0.043273275886705 0.044254789383200 0.997869840853931
1594369888.910775 0.212166050453153 0.126167396572548 0.267475044790985 0.019576995048444 -0.043449659568354 0.052179687946112 0.997499949129880
1594369889.010842 0.218556641291122 0.136754628961981 0.269474118295072 0.016598087044613 -0.044028709035850 0.057088840936483 0.997259665547356
1594369889.110911 0.227289249257776 0.153606945078517 0.271243639768522 0.013642236279395 -0.045074709487901 0.061214581429430 0.997013006421831
1594369889.211114 0.239125274312104 0.175238814355852 0.271163059663271 0.010968893935786 -0.045404652969157 0.062446059166814 0.996954658221280
1594369889.311262 0.261026406945736 0.204516270864754 0.265538763024826 0.008110194581876 -0.043837287864193 0.063099008711286 0.997011049104376
1594369889.411738 0.285789227313434 0.240123821386399 0.265540642032054 0.006128222414682 -0.043106069892766 0.068060086271795 0.996730724059970
1594369889.512069 0.310961202071813 0.282858130990196 0.267718519640103 0.005405705364551 -0.044059689780240 0.067284403707299 0.996745870873682
1594369889.612370 0.338033317972604 0.331859620984411 0.274608855233284 0.005687656451741 -0.044340694759471 0.058432756205315 0.997289910885789
1594369889.712308 0.372627591849260 0.385201017033406 0.282611416227289 0.006142131284314 -0.042804173261434 0.057483081099818 0.997409530915945
1594369889.812347 0.412132060719668 0.438506289519671 0.287922937688402 0.012896650877919 -0.042313754951358 0.045435169311667 0.997987408701970
1594369889.912010 0.453406317403260 0.491656674312474 0.295708099655984 0.020664577054775 -0.040186400842649 0.049434037908305 0.997754631329038
1594369890.011612 0.495460352469873 0.545855396384353 0.298081326105098 0.024266027661746 -0.035944377557726 0.057165881170778 0.997422289531108
1594369890.111343 0.553761300736610 0.609681086293079 0.295528208527982 0.026755736509730 -0.034935602240847 0.064102417470203 0.996972674818307
1594369890.211209 0.618209898205331 0.681965818676335 0.290462003642960 0.026608149060809 -0.036706412448414 0.072964612283973 0.996303573737933
1594369890.311513 0.682341523130095 0.758098153223602 0.295996566730138 0.026889949222486 -0.039799482972748 0.071955728251451 0.996250623567042
